DBN,School Name,Total Student Response Rate,"1a. This school offers a wide enough variety of programs, classes and activities to keep me interested in school.",,"1b. The programs, classes, and activities at this school encourage students to develop talent outside academics.",,1c. This school is kept clean.,,1d. Most students at this school treat each other with respect.,,"1e. At this school, students with disabilities are included in all school activities (lunch, class trips, etc.).",,1f. My teachers use examples of students’ different cultures/backgrounds/families in their lessons to make learning more meaningful for me.,,"1g. I see people of many races, ethnicities, cultures, and backgrounds represented in the curriculum.",,"1h. In general, my teachers treat students from different cultures or backgrounds equally.",,1i. I feel that my teachers respect my culture/background.,,"1j. In general, my teachers make their lessons relevant to my everyday life experiences.",,"1k. In general, my teachers present positive images of people from a variety of races, ethnicities, cultures, and backgrounds.",,2a. I learn a lot from feedback on my work.,,2b. It's clear what I need to do to get a good grade.,,2c. The work we do in class is good preparation for our class tests.,,2d. The homework assignments help me learn the course material.,,2e. I know what my teacher wants me to learn in class.,,3a. My teachers help me catch up if I am behind.,,3b. My teachers notice if I have trouble learning something.,,3c. My teachers give me specific suggestions about how I can improve my work in class.,,3d. My teachers explain things a different way if I don't understand something in class.,,3e. My teachers support me when I am upset.,,4a. I’m learning a lot in my classes at this school to prepare me for the next level or grade.,,4b. There is at least one adult in the school that I can confide in.,,4c. My teachers will always listen to students' ideas.,,4d. My teachers always do what they say they will do.,,4e. My teachers treat me with respect.,,"4f. When my teachers tell me not to do something, I know they have a good reason.",,4g. My classes at this school really make me think critically.,,4h. Discipline is applied fairly in my school.,,4i. School Safety Agents promote a safe and respectful environment at this school.,,5a. In how many of your classes are you challenged?,,5b. In how many of your classes do your teachers ask difficult questions on tests?,,5c. In how many of your classes do your teachers ask difficult questions in class?,,5d. In how many of your classes do you work in small groups?,,"5e. In how many of your classes do your teachers want students to become better thinkers, not just memorize things?",,6a. In how many of your classes at this school do YOU feel most students listen carefully when the teacher gives directions?,,6b. In how many of your classes at this school do YOU feel most students follow the rules in class?,,6c. In how many of your classes at this school do YOU feel most students pay attention when they are supposed to?,,6d. In how many of your classes at this school do YOU feel most students work when they are supposed to?,,6e. In how many of your classes at this school do YOU feel most students behave well even when the teacher isn't watching?,,6f. In how many of your classes at this school do YOU feel most students feel it is important to come to school every day?,,6g. In how many of your classes at this school do YOU feel most students feel it is important to pay attention in class?,,6h. In how many of your classes at this school do YOU feel most students think doing homework is important?,,6i. In how many of your classes at this school do YOU feel most students try hard to get good grades?,,7a. I feel safe outside around this school.,,7b. I feel safe traveling between home and this school.,,"7c. I feel safe in the hallways, bathrooms, locker rooms, and cafeteria of this school.",,7d. I feel safe in my classes at this school.,,"8a. At this school students harass, bully or intimidate other students.",,"8b. At this school students harass, bully, or intimidate each other because of their race, religion, ethnicity, national origin, or citizenship/immigration status. ",,"8c. At this school students harass, bully, or intimidate each other because of their gender, gender identity, gender expression, or sexual orientation.",,"8d. At this school students harass, bully, or intimidate each other because of other differences, like disability or weight.",,"8e. At this school students harass, bully, or intimidate each other online (through mobile phones, social media, email, or other forms of electronic communication). ",,8f. At this school students get into physical fights.,,"8g. At this school students drink alcohol, use illegal drugs, or abuse prescription drugs while at school.",,8h. At this school there is gang activity.,,9a.This school provides guidance for the application process for high school.,,9b. This school educates families about the application/enrollment process for high school.,,"10a. Adults at this school (including teachers, administrators, counselors, and the principal) talk to me about what I plan to do after high school.",,"10b. Adults at this school (including teachers, administrators, counselors, and the principal) encourage me to continue my education after high school.",,"10c. Adults at this school (including teachers, administrators, counselors, and the principal) provide me with information about the college application process.",,"10d.  Adults at this school (including teachers, administrators, counselors, and the principal) help me plan for how to meet my future career goals. ",,"11a. Adults at this school (including teachers, administrators, counselors, and the principal) help me consider which colleges to apply to.",,"11b. Adults at this school (including teachers, administrators, counselors, and the principal) show me options for how to pay for college (scholarship, grants, loans, work study programs, etc.).",
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",64%,48%,52%,43%,57%,52%,48%,52%,48%,7%,93%,20%,80%,8%,92%,14%,86%,7%,93%,36%,64%,12%,88%,44%,56%,24%,76%,34%,66%,43%,57%,31%,69%,52%,48%,54%,46%,41%,59%,47%,53%,65%,35%,27%,73%,25%,75%,24%,76%,43%,57%,11%,89%,20%,80%,28%,72%,45%,55%,29%,71%,55%,45%,46%,54%,52%,48%,41%,59%,30%,70%,47%,53%,52%,48%,49%,51%,47%,53%,62%,38%,53%,47%,46%,54%,61%,39%,37%,63%,24%,76%,15%,85%,18%,82%,13%,87%,49%,51%,65%,35%,73%,27%,67%,33%,53%,47%,49%,51%,72%,28%,72%,28%,N/A,N/A,N/A,N/A,16%,84%,10%,90%,12%,88%,15%,85%,12%,88%,11%,89%
10X243,WEST BRONX ACADEMY FOR THE FUTURE,87%,29%,71%,27%,73%,46%,54%,61%,39%,11%,89%,18%,82%,8%,92%,9%,91%,4%,96%,20%,80%,6%,94%,35%,65%,20%,80%,21%,79%,36%,64%,16%,84%,39%,61%,46%,54%,33%,67%,35%,65%,58%,42%,14%,86%,23%,77%,22%,78%,30%,70%,12%,88%,22%,78%,21%,79%,28%,72%,23%,77%,46%,54%,40%,60%,52%,48%,47%,53%,27%,73%,48%,52%,46%,54%,48%,52%,42%,58%,65%,35%,43%,57%,43%,57%,57%,43%,33%,67%,26%,74%,17%,83%,22%,78%,9%,91%,38%,62%,59%,41%,65%,35%,48%,52%,63%,37%,43%,57%,76%,24%,73%,27%,18%,82%,21%,79%,17%,83%,9%,91%,13%,87%,17%,83%,21%,79%,22%,78%
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,84%,4%,96%,5%,95%,21%,79%,35%,65%,5%,95%,9%,91%,3%,97%,7%,93%,3%,97%,11%,89%,3%,97%,20%,80%,7%,93%,11%,89%,22%,78%,10%,90%,17%,83%,21%,79%,12%,88%,16%,84%,33%,67%,3%,97%,12%,88%,10%,90%,18%,82%,8%,92%,12%,88%,13%,87%,15%,85%,10%,90%,28%,72%,28%,72%,38%,62%,39%,61%,12%,88%,28%,72%,28%,72%,28%,72%,22%,78%,43%,57%,26%,74%,22%,78%,31%,69%,16%,84%,14%,86%,9%,91%,12%,88%,5%,95%,66%,34%,81%,19%,86%,14%,75%,25%,73%,27%,56%,44%,90%,10%,85%,15%,2%,98%,3%,97%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X254,I.S. 254,91%,13%,87%,16%,84%,37%,63%,68%,32%,7%,93%,12%,88%,8%,92%,14%,86%,7%,93%,15%,85%,9%,91%,31%,69%,15%,85%,22%,78%,38%,62%,17%,83%,31%,69%,36%,64%,26%,74%,30%,70%,54%,46%,12%,88%,19%,81%,21%,79%,27%,73%,14%,86%,17%,83%,21%,79%,32%,68%,20%,80%,43%,57%,44%,56%,53%,47%,33%,67%,17%,83%,36%,64%,39%,61%,36%,64%,34%,66%,55%,45%,33%,67%,31%,69%,42%,58%,25%,75%,27%,73%,20%,80%,21%,79%,12%,88%,37%,63%,55%,45%,59%,41%,44%,56%,53%,47%,29%,71%,78%,22%,70%,30%,8%,92%,10%,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),75%,25%,75%,23%,77%,47%,53%,38%,62%,5%,95%,19%,81%,8%,92%,4%,96%,4%,96%,24%,76%,7%,93%,35%,65%,16%,84%,26%,74%,41%,59%,18%,82%,29%,71%,39%,61%,30%,70%,34%,66%,41%,59%,13%,87%,16%,84%,14%,86%,27%,73%,6%,94%,18%,82%,20%,80%,31%,69%,20%,80%,49%,51%,42%,58%,51%,49%,38%,62%,27%,73%,41%,59%,39%,61%,42%,58%,37%,63%,55%,45%,44%,56%,36%,64%,51%,49%,34%,66%,20%,80%,13%,87%,15%,85%,6%,94%,63%,37%,72%,28%,68%,32%,70%,30%,73%,27%,61%,39%,76%,24%,82%,18%,N/A,N/A,N/A,N/A,11%,89%,7%,93%,7%,93%,13%,87%,12%,88%,10%,90%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,89%,20%,80%,27%,73%,25%,75%,39%,61%,12%,88%,12%,88%,9%,91%,14%,86%,8%,92%,15%,85%,12%,88%,22%,78%,11%,89%,14%,86%,24%,76%,19%,81%,29%,71%,30%,70%,23%,77%,24%,76%,39%,61%,16%,84%,23%,77%,15%,85%,20%,80%,11%,89%,11%,89%,26%,74%,24%,76%,15%,85%,40%,60%,36%,64%,45%,55%,26%,74%,17%,83%,33%,67%,28%,72%,29%,71%,28%,72%,40%,60%,26%,74%,25%,75%,28%,72%,22%,78%,30%,70%,22%,78%,16%,84%,11%,89%,54%,46%,55%,45%,58%,42%,59%,41%,61%,39%,46%,54%,63%,37%,60%,40%,N/A,N/A,N/A,N/A,16%,84%,15%,85%,13%,87%,14%,86%,17%,83%,14%,86%
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",99%,12%,88%,8%,92%,33%,67%,39%,61%,3%,97%,11%,89%,4%,96%,4%,96%,3%,97%,10%,90%,3%,97%,14%,86%,6%,94%,8%,92%,17%,83%,9%,91%,17%,83%,18%,82%,12%,88%,14%,86%,24%,76%,4%,96%,9%,91%,9%,91%,19%,81%,4%,96%,9%,91%,13%,87%,13%,88%,8%,92%,32%,68%,36%,64%,43%,57%,17%,83%,9%,91%,26%,74%,25%,75%,24%,76%,20%,80%,39%,61%,20%,80%,15%,85%,27%,73%,12%,88%,12%,88%,7%,93%,8%,92%,3%,97%,64%,36%,78%,22%,83%,17%,69%,31%,76%,24%,68%,32%,91%,9%,87%,13%,4%,96%,3%,97%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,85%,18%,82%,15%,85%,43%,57%,50%,50%,5%,95%,15%,85%,11%,89%,8%,92%,4%,96%,15%,85%,5%,95%,28%,72%,16%,84%,16%,84%,32%,68%,13%,87%,29%,71%,28%,72%,23%,77%,24%,76%,47%,53%,8%,92%,16%,84%,17%,83%,34%,66%,11%,89%,14%,86%,23%,77%,39%,61%,16%,84%,31%,69%,24%,76%,31%,69%,25%,75%,18%,82%,38%,62%,39%,61%,39%,61%,35%,65%,69%,31%,52%,48%,34%,66%,56%,44%,17%,83%,14%,86%,15%,85%,12%,88%,6%,94%,47%,53%,64%,36%,77%,23%,49%,51%,51%,49%,40%,60%,92%,8%,85%,15%,8%,92%,11%,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X284,BRONX SCHOOL OF LAW AND FINANCE,14%,19%,81%,28%,72%,27%,73%,46%,54%,9%,91%,12%,88%,18%,82%,13%,87%,10%,90%,29%,71%,12%,88%,39%,61%,13%,87%,30%,70%,44%,56%,24%,76%,41%,59%,42%,58%,35%,65%,43%,57%,59%,41%,26%,74%,24%,76%,31%,69%,37%,63%,22%,78%,20%,80%,23%,77%,41%,59%,22%,78%,52%,48%,53%,47%,61%,39%,59%,41%,31%,69%,38%,62%,39%,61%,48%,52%,46%,54%,63%,37%,43%,57%,38%,62%,52%,48%,35%,65%,30%,70%,22%,78%,20%,80%,13%,87%,65%,35%,76%,24%,78%,22%,74%,26%,67%,33%,54%,46%,69%,31%,64%,36%,N/A,N/A,N/A,N/A,9%,91%,11%,89%,20%,80%,22%,78%,12%,88%,21%,79%
10X308,BRONX DANCE ACADEMY SCHOOL,95%,31%,69%,15%,85%,42%,58%,74%,26%,11%,89%,25%,75%,14%,86%,13%,87%,8%,92%,26%,74%,12%,88%,34%,66%,15%,85%,21%,79%,34%,66%,14%,86%,43%,57%,44%,56%,30%,70%,38%,62%,61%,39%,10%,90%,18%,82%,24%,76%,42%,58%,14%,86%,19%,81%,24%,76%,36%,64%,16%,84%,44%,56%,37%,63%,52%,48%,38%,62%,17%,83%,47%,53%,46%,54%,46%,54%,39%,61%,66%,34%,43%,57%,40%,60%,56%,44%,24%,76%,26%,74%,21%,79%,15%,85%,9%,91%,43%,57%,65%,35%,74%,26%,51%,49%,52%,48%,51%,49%,89%,11%,87%,13%,10%,90%,12%,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X315,P.S. 315 LAB SCHOOL,100%,35%,65%,26%,74%,30%,70%,52%,48%,8%,92%,12%,88%,4%,96%,2%,98%,1%,99%,26%,74%,3%,97%,24%,76%,11%,89%,18%,82%,35%,65%,23%,77%,27%,73%,27%,73%,23%,77%,24%,76%,45%,55%,6%,94%,15%,85%,12%,88%,30%,70%,9%,91%,17%,83%,19%,81%,23%,77%,11%,89%,46%,54%,45%,55%,53%,47%,24%,76%,11%,89%,48%,52%,50%,50%,43%,57%,42%,58%,64%,36%,45%,55%,30%,70%,43%,57%,22%,78%,14%,86%,12%,88%,10%,90%,4%,96%,67%,33%,85%,15%,87%,13%,77%,23%,77%,23%,83%,17%,94%,6%,90%,10%,8%,92%,9%,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,75%,27%,73%,28%,72%,15%,85%,17%,83%,7%,93%,15%,85%,5%,95%,8%,92%,5%,95%,19%,81%,8%,92%,21%,79%,7%,93%,17%,83%,21%,79%,13%,87%,25%,75%,30%,70%,16%,84%,22%,78%,30%,70%,10%,90%,11%,89%,16%,84%,13%,87%,10%,90%,13%,87%,16%,84%,18%,82%,10%,90%,30%,70%,21%,79%,26%,74%,21%,79%,13%,88%,23%,77%,24%,76%,21%,79%,21%,79%,27%,73%,28%,72%,20%,80%,33%,67%,22%,78%,12%,88%,8%,92%,8%,92%,7%,93%,82%,18%,87%,13%,86%,14%,87%,13%,85%,15%,88%,12%,88%,12%,89%,11%,N/A,N/A,N/A,N/A,11%,89%,8%,92%,8%,92%,9%,91%,11%,89%,9%,91%
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,95%,13%,87%,15%,85%,52%,48%,58%,42%,11%,89%,12%,88%,9%,91%,11%,89%,6%,94%,21%,79%,8%,92%,33%,67%,14%,86%,16%,84%,35%,66%,16%,84%,34%,66%,36%,64%,28%,72%,31%,69%,49%,51%,10%,90%,18%,82%,22%,78%,35%,65%,14%,86%,21%,79%,24%,76%,29%,71%,16%,84%,43%,57%,38%,62%,51%,49%,43%,57%,18%,82%,41%,59%,38%,62%,37%,63%,39%,61%,56%,44%,36%,64%,33%,67%,42%,58%,22%,78%,21%,79%,15%,85%,16%,84%,10%,90%,40%,60%,64%,36%,60%,40%,50%,50%,55%,45%,43%,57%,80%,20%,76%,24%,11%,89%,11%,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,97%,9%,91%,19%,81%,20%,80%,28%,72%,7%,93%,5%,95%,8%,92%,10%,90%,4%,96%,9%,91%,6%,94%,19%,81%,9%,91%,10%,90%,19%,81%,12%,88%,18%,82%,23%,77%,13%,87%,17%,83%,33%,67%,6%,94%,15%,85%,9%,91%,13%,87%,5%,95%,7%,93%,16%,84%,15%,85%,8%,92%,27%,73%,28%,72%,36%,64%,26%,74%,10%,90%,19%,81%,20%,80%,21%,79%,20%,80%,34%,66%,23%,77%,17%,83%,30%,70%,17%,83%,15%,85%,13%,87%,12%,88%,5%,95%,54%,46%,70%,30%,68%,32%,65%,35%,70%,30%,56%,44%,74%,26%,65%,35%,7%,93%,8%,92%,9%,91%,5%,95%,5%,95%,7%,93%,7%,93%,7%,93%
10X351,BRONX COLLABORATIVE HIGH SCHOOL,51%,22%,78%,22%,78%,46%,54%,43%,57%,12%,88%,13%,87%,9%,91%,8%,92%,6%,94%,26%,74%,10%,90%,44%,56%,21%,79%,33%,67%,39%,61%,23%,77%,33%,67%,41%,59%,30%,70%,37%,63%,54%,46%,16%,84%,17%,83%,17%,83%,29%,71%,10%,90%,18%,82%,22%,78%,33%,67%,22%,78%,54%,46%,47%,53%,48%,52%,26%,74%,21%,79%,49%,51%,45%,55%,48%,52%,40%,60%,56%,44%,45%,55%,38%,62%,56%,44%,33%,67%,21%,79%,17%,83%,16%,84%,8%,92%,62%,38%,73%,27%,69%,31%,73%,27%,69%,31%,46%,54%,56%,44%,71%,29%,N/A,N/A,N/A,N/A,18%,82%,12%,88%,10%,90%,17%,83%,14%,86%,9%,91%
10X353,WORLD VIEW HIGH SCHOOL,25%,13%,87%,14%,86%,12%,88%,19%,81%,3%,97%,5%,95%,8%,92%,10%,90%,3%,97%,11%,89%,2%,98%,17%,83%,2%,98%,6%,94%,16%,84%,4%,96%,22%,78%,23%,77%,22%,78%,19%,81%,36%,64%,4%,96%,13%,87%,12%,88%,15%,85%,4%,96%,9%,91%,10%,90%,17%,83%,12%,88%,23%,77%,35%,65%,44%,56%,22%,78%,14%,86%,21%,79%,18%,82%,18%,82%,15%,85%,34%,66%,22%,78%,15%,85%,25%,75%,14%,86%,14%,86%,12%,88%,9%,91%,1%,99%,80%,20%,89%,11%,83%,17%,85%,15%,83%,17%,78%,22%,82%,18%,84%,16%,N/A,N/A,N/A,N/A,9%,91%,3%,97%,4%,96%,4%,96%,3%,97%,6%,94%
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,99%,8%,92%,10%,90%,26%,74%,46%,54%,6%,94%,14%,86%,6%,94%,8%,92%,4%,96%,15%,85%,5%,95%,27%,73%,13%,87%,13%,87%,31%,69%,13%,87%,28%,72%,30%,70%,21%,79%,22%,78%,38%,62%,7%,93%,13%,87%,12%,88%,22%,78%,6%,94%,11%,89%,22%,78%,18%,82%,9%,91%,42%,58%,41%,59%,51%,49%,39%,61%,12%,88%,35%,65%,38%,63%,39%,61%,33%,67%,54%,46%,29%,71%,29%,71%,45%,55%,21%,79%,22%,78%,11%,89%,9%,91%,7%,93%,57%,43%,76%,24%,80%,20%,65%,35%,70%,30%,60%,40%,87%,13%,78%,22%,6%,94%,7%,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),95%,20%,80%,19%,81%,37%,63%,51%,49%,15%,85%,17%,83%,11%,89%,10%,90%,5%,95%,23%,77%,8%,92%,40%,60%,17%,83%,23%,77%,35%,65%,21%,79%,35%,65%,43%,57%,31%,69%,33%,67%,55%,45%,13%,88%,17%,83%,18%,82%,32%,68%,11%,89%,18%,82%,22%,78%,27%,73%,14%,86%,44%,56%,40%,60%,52%,48%,43%,57%,25%,75%,41%,59%,40%,60%,41%,59%,39%,61%,57%,43%,42%,58%,39%,61%,51%,49%,34%,66%,18%,82%,13%,87%,12%,88%,7%,93%,56%,44%,66%,34%,71%,29%,64%,36%,60%,40%,53%,47%,79%,21%,81%,19%,12%,88%,10%,90%,12%,88%,7%,93%,6%,94%,10%,90%,12%,88%,10%,90%
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),91%,10%,90%,9%,91%,24%,76%,23%,77%,2%,98%,11%,89%,5%,95%,5%,95%,2%,98%,17%,83%,3%,97%,24%,76%,15%,85%,20%,80%,30%,70%,13%,87%,24%,76%,32%,68%,21%,79%,24%,76%,37%,63%,8%,92%,12%,88%,10%,90%,20%,80%,5%,95%,11%,89%,12%,88%,21%,79%,13%,87%,29%,71%,22%,78%,33%,67%,29%,71%,18%,82%,25%,75%,25%,75%,26%,74%,25%,75%,40%,60%,29%,71%,26%,74%,45%,55%,21%,79%,15%,85%,10%,90%,6%,94%,4%,96%,71%,29%,81%,19%,79%,21%,75%,25%,78%,22%,67%,33%,78%,22%,80%,20%,N/A,N/A,N/A,N/A,9%,91%,5%,95%,9%,91%,10%,90%,10%,90%,12%,88%
10X390,M.S. 390,81%,19%,81%,25%,75%,53%,47%,65%,35%,15%,85%,16%,84%,9%,91%,8%,92%,3%,97%,23%,77%,7%,93%,34%,66%,14%,86%,18%,82%,30%,70%,14%,86%,28%,72%,31%,69%,27%,73%,25%,75%,41%,59%,11%,89%,22%,78%,15%,85%,33%,67%,11%,89%,18%,82%,27%,73%,32%,68%,18%,82%,35%,65%,35%,65%,42%,58%,22%,78%,14%,86%,42%,58%,40%,60%,43%,57%,34%,66%,58%,42%,39%,61%,28%,72%,39%,61%,26%,74%,28%,72%,19%,81%,25%,75%,12%,88%,36%,64%,58%,42%,64%,36%,52%,48%,51%,49%,35%,65%,76%,24%,71%,29%,12%,88%,12%,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X391,THE ANGELO PATRI MIDDLE SCHOOL,80%,46%,54%,49%,51%,69%,31%,79%,21%,21%,79%,30%,70%,16%,84%,25%,75%,17%,83%,36%,64%,27%,73%,41%,59%,20%,80%,26%,74%,48%,52%,28%,72%,41%,59%,40%,60%,33%,67%,39%,61%,56%,44%,24%,76%,26%,74%,33%,67%,48%,52%,29%,71%,26%,74%,43%,57%,51%,49%,34%,66%,53%,47%,47%,53%,53%,47%,43%,57%,28%,72%,50%,50%,49%,51%,54%,46%,47%,53%,65%,35%,50%,50%,44%,56%,56%,44%,32%,68%,48%,52%,32%,68%,35%,65%,22%,78%,23%,77%,43%,57%,49%,51%,38%,62%,52%,48%,20%,80%,74%,26%,56%,44%,27%,73%,29%,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),84%,24%,76%,23%,77%,10%,90%,27%,73%,9%,91%,9%,91%,5%,95%,16%,84%,7%,93%,12%,88%,6%,94%,28%,72%,13%,87%,13%,87%,24%,76%,15%,85%,20%,80%,28%,72%,19%,81%,24%,76%,38%,62%,9%,91%,20%,80%,11%,89%,23%,77%,7%,93%,8%,92%,27%,73%,22%,78%,8%,92%,35%,65%,44%,56%,54%,46%,22%,78%,15%,85%,27%,73%,28%,72%,24%,76%,20%,80%,36%,64%,13%,87%,12%,88%,16%,84%,16%,84%,20%,80%,17%,83%,11%,89%,4%,96%,61%,39%,65%,35%,70%,30%,71%,29%,78%,22%,64%,36%,84%,16%,71%,29%,N/A,N/A,N/A,N/A,13%,88%,8%,92%,12%,88%,8%,92%,14%,86%,15%,85%
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,73%,32%,68%,33%,67%,31%,69%,46%,54%,10%,90%,16%,84%,11%,89%,12%,88%,8%,92%,28%,72%,10%,90%,36%,64%,20%,80%,28%,72%,35%,65%,21%,79%,32%,68%,39%,61%,30%,70%,32%,68%,44%,56%,20%,80%,24%,76%,21%,79%,28%,72%,12%,88%,18%,82%,31%,69%,32%,68%,28%,72%,50%,50%,37%,63%,53%,47%,36%,64%,27%,73%,48%,52%,46%,54%,43%,57%,42%,58%,54%,46%,47%,53%,38%,62%,47%,53%,35%,65%,32%,68%,22%,78%,22%,78%,18%,82%,58%,42%,67%,33%,65%,35%,61%,39%,65%,35%,46%,54%,62%,38%,61%,39%,N/A,N/A,N/A,N/A,19%,81%,16%,84%,17%,83%,15%,85%,18%,82%,17%,83%
10X434,BELMONT PREPARATORY HIGH SCHOOL,87%,19%,81%,17%,83%,36%,64%,37%,63%,12%,88%,16%,84%,9%,91%,8%,92%,6%,94%,26%,74%,7%,93%,33%,67%,13%,87%,22%,78%,29%,71%,20%,80%,43%,57%,41%,59%,30%,70%,36%,64%,50%,50%,14%,86%,21%,79%,21%,79%,26%,74%,11%,89%,18%,82%,21%,79%,22%,78%,18%,82%,38%,62%,31%,69%,38%,62%,35%,65%,25%,75%,35%,65%,32%,68%,30%,70%,25%,75%,41%,59%,36%,64%,30%,70%,42%,58%,26%,74%,18%,82%,16%,84%,13%,87%,8%,92%,66%,34%,76%,24%,76%,24%,75%,25%,69%,31%,53%,47%,72%,28%,79%,21%,N/A,N/A,N/A,N/A,16%,84%,10%,90%,15%,85%,17%,83%,18%,82%,21%,79%
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,96%,21%,79%,13%,87%,23%,77%,35%,65%,5%,95%,15%,85%,9%,91%,4%,96%,4%,96%,30%,70%,7%,93%,26%,74%,9%,91%,20%,80%,33%,67%,17%,83%,37%,63%,41%,59%,28%,72%,34%,66%,58%,42%,8%,92%,19%,81%,24%,76%,36%,64%,7%,93%,17%,83%,11%,89%,30%,70%,13%,87%,28%,72%,24%,76%,35%,65%,19%,81%,21%,79%,34%,66%,33%,67%,35%,65%,25%,75%,52%,48%,35%,65%,26%,74%,47%,53%,19%,81%,20%,80%,14%,86%,6%,94%,4%,96%,73%,27%,86%,14%,90%,10%,81%,19%,77%,23%,82%,18%,81%,19%,95%,5%,N/A,N/A,N/A,N/A,9%,91%,4%,96%,8%,92%,13%,87%,14%,86%,13%,87%
10X438,FORDHAM LEADERSHIP ACADEMY,77%,20%,80%,18%,82%,46%,54%,48%,52%,16%,84%,14%,86%,12%,88%,11%,89%,5%,95%,27%,73%,8%,92%,36%,64%,20%,80%,29%,71%,42%,58%,22%,78%,37%,63%,45%,55%,34%,66%,37%,63%,52%,48%,19%,81%,19%,81%,20%,80%,31%,69%,12%,88%,17%,83%,24%,76%,34%,66%,20%,80%,49%,51%,39%,61%,51%,49%,43%,57%,28%,72%,41%,59%,42%,58%,45%,55%,37%,63%,55%,45%,41%,59%,39%,61%,57%,43%,33%,67%,21%,79%,18%,82%,15%,85%,9%,91%,53%,47%,64%,36%,61%,39%,63%,37%,63%,37%,53%,47%,65%,35%,64%,36%,N/A,N/A,N/A,N/A,13%,87%,8%,92%,11%,89%,15%,85%,15%,85%,16%,84%
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,83%,14%,86%,18%,82%,22%,78%,40%,60%,6%,94%,11%,89%,6%,94%,6%,94%,5%,95%,26%,74%,6%,94%,32%,68%,12%,88%,21%,79%,28%,72%,16%,84%,37%,63%,44%,56%,30%,70%,33%,67%,57%,43%,13%,87%,19%,81%,22%,78%,30%,70%,11%,89%,18%,82%,24%,76%,36%,64%,19%,81%,47%,53%,37%,63%,47%,53%,50%,50%,20%,80%,47%,53%,39%,61%,37%,63%,38%,62%,61%,39%,44%,56%,31%,69%,51%,49%,28%,72%,13%,87%,9%,91%,8%,92%,5%,95%,65%,35%,78%,22%,79%,21%,77%,23%,73%,27%,63%,37%,74%,26%,83%,17%,N/A,N/A,N/A,N/A,13%,87%,10%,90%,11%,89%,14%,86%,11%,89%,12%,88%
10X440,DEWITT CLINTON HIGH SCHOOL,56%,14%,86%,17%,83%,49%,51%,48%,52%,10%,90%,19%,81%,9%,91%,7%,93%,7%,93%,23%,77%,9%,91%,29%,71%,18%,82%,25%,75%,32%,68%,20%,80%,32%,68%,35%,65%,29%,71%,29%,71%,45%,55%,17%,83%,17%,83%,16%,84%,28%,72%,10%,90%,20%,80%,27%,73%,37%,63%,27%,73%,43%,57%,31%,69%,39%,61%,29%,71%,26%,74%,42%,58%,39%,61%,39%,61%,37%,63%,52%,48%,43%,57%,36%,64%,48%,52%,33%,67%,27%,73%,19%,81%,24%,76%,15%,85%,50%,50%,59%,41%,60%,40%,58%,42%,58%,42%,41%,59%,55%,45%,61%,39%,N/A,N/A,N/A,N/A,20%,80%,12%,88%,14%,86%,17%,83%,18%,82%,16%,84%
